X,Y,shop,name,name:en,name:mk,addr:street,addr:postcode,opening_hours,addr:city,addr:housenumber,website,operator,phone,wheelchair,int_name,name:sq,organic,addr:country,email,addr:housename,addr:street:en,amenity,level
20.9269285,41.9411401,supermarket,Market Beni,Market Beni,Market Beni,101,1221,,,,,,,,,Market Beni,,,,,,,
20.9278787,41.9428509,supermarket,Daman,Daman,Daman,101,,,,,,,,,,Daman,,,,,,,
20.9297959,41.948539,supermarket,Jeta e Re,Jeta e Re,Jeta e Re,,,,,,,,,,,Jeta e Re,,,,,,,
22.3361083,42.2071017,supermarket,Paket Market / Пакет Маркет,,,Свети Јоаким Осоговски,1330,,Kriva Palanka,,,,,,,,,,,,,,
22.3109725,42.1924425,supermarket,КАМ Маркет,KAM Market,,Свети Јоаким Осоговски,1330,Mo-Su 09:00-22:00,,,http://kam.com.mk,Живко Камчев,,,,,,,,,,,
22.3133431,42.1932292,supermarket,Боде,,,Свети Јоаким Осоговски,1330,,Крива Паланка,,,,,,,,,,,,,,
22.3297009,42.201126,supermarket,BE Market,,,,,,,,,,,,,,,,,,,,
22.3328574,42.1999647,supermarket,пакет маркет,,,Sveti Joakim Osogovski,1330,,Крива Паланка,,,,,,,,,,,,,,
22.3345615,42.2017976,mall,Железара БЕ-ЕН,,,Јоаким Осоговски,,Mo-Sa 09:00-18:00,,,,,,,,,,,,,,,
22.3354896,42.2051708,supermarket,Antiva k.palamka,Antiva k.palanka,Antiva k.palamka,,,,,,,,,,,,,,,,,,
22.3360401,42.2054613,supermarket,Zegin Healty Food,,,Свети Јоаким Осоговски,1330,,Kriva Palanka,,,,,,,,,,,,,,
21.4350123,42.0197651,supermarket,Prince,,,,,,,,,,,,,,,,,,,,
21.4371996,42.0236333,supermarket,Кипер Маркет,,,Боро Менков,,,,10,,,,,,,,,,,,,
21.4371972,42.0239903,supermarket,Стоко Мак,,,Боро Менков,,,,10,,,,,,,,,,,,,
20.7956734,41.1191635,supermarket,KAM Supermarket,KAM Supermarket,KAM Supermarket,,,,,,,,,,,,,,,,,,
20.7998326,41.1130654,supermarket,Ramstore,,,,,,,,,,,,,,,,,,,,
20.7999894,41.1132251,supermarket,Tinex,,,,,,,,,,,,,,,,,,,,
20.8005859,41.1159611,supermarket,TOP Market,,,,,"Mo-Su,PH 08:00-22:00",,,,,,,,,,,,,,,
20.7980605,41.1171328,supermarket,DON,,,,,,,,,,,,,,,,,,,,
20.798291,41.119101,supermarket,,Tamaro,,,,,,,,,,,,,,,,,,,
20.7362141,41.6504797,supermarket,Лазе,,,,,,,,,,,,,,,,,,,,
20.7337561,41.6613792,supermarket,Аце,,,,,,,,,,,,,,,,,,,,
20.7317077,41.6691868,supermarket,,,,,,,,,,,,,,,,,,,,,
20.6888648,41.7100279,supermarket,,,,,,,,,,,,,,,,,,,,,
20.7571924,41.7017221,supermarket,Маркет Кај Петко,,,,,,,,,,,,,,,,,,,,
20.7576254,41.7020962,supermarket,Pomahop Kom,,Pomahop Kom,,,,,,,,,,,,,,,,,,
20.7577966,41.7023099,supermarket,,,,,,,,,,,,,,,,,,,,,
20.7578797,41.702473,supermarket,,,,,,,,,,,,,,,,,,,,,
21.4345769,41.9947502,supermarket,Веро 7,Vero 7,,Кеј 13 Ноември,1000,08:00-22:00,Cкoпje,,https://vero.com.mk/Marketi/Vero7,Веро,+389 2 3232640,yes,,,,MK,,Gradski Trgovski Centar (GTC),Kej 13 Noemvri,,-1
21.4365241,42.0007151,supermarket,,corner shop,,,,,,,,,,,,,,,,,,,
21.4365741,42.0017435,department_store,,,,,,,,,,,,,,,,,,,,,
21.4282631,41.9888431,supermarket,Кам Маркет,,,,,,,,,,,,,,,,,,,,
21.4259798,42.0011184,supermarket,,,,,,,,,,,,,,,,,,,,,
21.4323628,41.9810056,supermarket,Кам Маркет,,,,,,,,,КАМ,,,,,,,,,,,
21.4306785,41.9867649,supermarket,Market Polo,,,,,,,,,,,,,,,,,,,,
21.4323528,41.9896032,supermarket,TINEX,,,,,,,,,,,,,,,,,,,,0
21.4348211,41.9823867,kiosk,,,,,,,,,,,,,,,,,,,,,
21.4364415,41.988735,supermarket,,,,,,,,,,,,,,,,,,,,,
21.4371416,41.9914679,kiosk,,,,,,,,,,,,,,,,,,,,,
21.4370214,41.9925332,supermarket,Tinex,,,,,,,,,,,,,,,,,,,,
21.3610348,42.0094581,department_store,PAMS Shoe Store 1,,,,,,,,http://www.pams.mk,,,,,,,,,,,,
21.3634616,42.0070862,supermarket,Тинекс Ѓорче Петров,,,Булевар Ѓорче Петров,1000,"Mo-Sa 08:00-22:00; Su 08:00-20:00",,10,http://tinex.com.mk,TINEX,+389 2 2045680,,,,,,,,,,
21.3649348,42.0068279,supermarket,SP Planet,,,,,,,,,,,,,,,,,,,,
21.3704929,42.0075655,supermarket,Reptil,,,,,,,,,,,,,,,,,,,,
21.356581,42.0197432,supermarket,Market Kiki,,,,,,,,,,,,,,,,,,,,
21.350659,42.0245187,supermarket,Кам,Kam,,Волковска,,,,,http://kam.com.mk/,,+38923171747,,,,,,,,,,
21.4357477,42.0129113,supermarket,,,,Џон Кенеди,,,,,,,,,,,,,,,,marketplace,
21.4559686,41.9879681,supermarket,Ramstore,,,,,,,,,,,,,,,,,,,,
21.4548174,41.9897519,supermarket,Тинекс,,,,,,,,,,,,,,,,,,,,
21.4266878,41.9919017,supermarket,Рамстор,Ramstore Supermarket,,,,Mo-Su 08:00-22:00,,,,,,,,,,,,,,,
21.428608,41.9935136,supermarket,Деликатесен Тинекс,Delicatessen Tinex,,,,Mo-Su 08:00-22:00,,,https://www.facebook.com/DelicatessenTinex/,,,,,,,,,,,,
21.4276669,41.9964763,supermarket,Тинекс центар 2,,,,,"Mo-Sa 08:00-23:00; Su 08:00-20:00",,,,,,,,,,,,,,,
21.3989021,42.0034268,supermarket,КОСМО Тинекс,,,,,,,,,,,,,,,,,,,,
21.3994436,42.0037317,kiosk,,,,,,,,,,,,,,,,,,,,,
21.4001181,42.0068382,supermarket,Granap 1,,Granap 1,,,,,,,,,,,,,,,,,,
21.4718709,41.980756,supermarket,ЗУР Маркет,,ЗУР маркет,,1000,Mo-Su 10:00-22:00,,,,,,,,,,,,,,,
21.4751092,41.9799627,department_store,Базаро,Bazaro,Базаро,,,,,,,,,,,,,,,,,,
21.4752182,41.9798044,supermarket,,,,,,,,,,,,,,,,,,,,,
21.4752382,41.9801204,supermarket,Рептил Маркет,Reptil Market,,Булевар Видое Смилевски Бато,1000,,Skopje,бб,,,,,,,,,,,,,
21.4764231,41.9794894,supermarket,Рамстор,,,,,,,,,,,,,,,,,,,,
21.4688286,41.9845218,supermarket,Веро,,,,,,,,,,,,,,,,,,,,
21.4781599,41.9865793,supermarket,,,,,,,,,,,,,,,,,,,,,
21.4838698,41.9844445,supermarket,Рамстор,,,,,,,,,,,,,,,,,,,,
21.4030546,42.0002255,supermarket,ВИНТ дооел,Vint dooel,,Варшавска,1000,Mo-Fr 08:00-19:00,Cкoпje,4,http://vint.com.mk,,+389 2 2440 162,,,,,,info@vint.com.mk,,,,
21.4326551,41.9761138,supermarket,,,,,,,,,,,,,,,,,,,,,
21.4447803,41.9761657,supermarket,Гранап,Granap,Гранап,,1000,Mo-Su 08:00-22:00,,,,,,,,,,,,,,,
22.1883931,41.992143,supermarket,Boston probistip,Boston probistip,Boston probistip,,,,,,,,,,,,,,,,,,
21.4121462,42.0005257,supermarket,Рептил,Reptil,Рептил,,,,,,,,,,,,,,,,,,
21.4111987,42.0056203,supermarket,Granap Market,,,,,,,,,,,,,,,,,,,,
22.462735,41.632422,supermarket,Kit Go,,,,,,,,,,,yes,,,,,,,,,
22.464756,41.633188,supermarket,Sloga,,,,,,,,,,,,,,yes,,,,,,
22.464931,41.63324,supermarket,Kam,,,,,,,,,,,,,,no,,,,,,
22.46471,41.634405,supermarket,Makom,,,,,,,,,,,,,,,,,,,,
22.466431,41.635403,supermarket,Kit Go,,,,2420,,Radovis,,,,,yes,,,no,MK,,,,,
22.463585,41.63606,supermarket,Paket market,,,,2420,,Radovis,,,,,no,,,no,MK,,,,,
22.463881,41.635634,supermarket,,,,,,,,,,,,,,,,,,,,,
22.463968,41.635537,supermarket,,,,,,,,,,,,,,,,,,,,,
22.463402,41.636563,supermarket,,,,,,,,,,,,,,,,,,,,,
22.462499,41.637023,supermarket,,,,,,,,,,,,,,,,,,,,,
22.461591,41.637992,supermarket,Rial,,,,,,,,,,,,,,,,,,,,
22.464258,41.637826,supermarket,Makom,,,,2420,,Radovis,,,,,yes,,,no,MK,,,,,
22.4745101,41.632333,supermarket,Paket market 30,,Paket market 30,,,,,,,,,,,,,,,,,,
22.472825,41.637872,supermarket,,,,,,,,,,,,,,,,,,,,,
22.4600772,41.6388824,supermarket,Kit-Go 5 Market,,Kit-Go 5 Market,,,,,,,,,,,,,,,,,,
22.4630364,41.6393884,supermarket,Kit Go,,,,2420,,Radovis,,,,,yes,,,no,MK,,,,,
22.0923577,41.4874572,supermarket,Супермаркет Дијана,,,,,,,,,,,,Supermarket Dijana,,,,,,,,
22.1994658,41.7448996,supermarket,АДА Маркет,,,ratko jovanovik,,,,,,,,,,,,,,,,,
22.1989152,41.7490662,supermarket,nada merkur,,,,,,,,,,,,,,,,,,,,
22.2063963,41.7527176,supermarket,Trakom Market Duzlak Stip,,,,,,,,,,,,,,,,,,,,
22.2036689,41.7813247,supermarket,Set union Karaorman,,Set union Karaorman,,,,,,,,,,,,,,,,,,
22.2035493,41.804951,supermarket,,,,,,,,,,,,,,,,,,,,,
22.3865111,41.9035531,supermarket,Top bazar kocani,Top bazar kocani,Top bazar kocani,,,,,,,,,,,,,,,,,,
22.4117851,41.9145932,kiosk,,,,,,,,,,,,,,,,,,,,,
22.4118654,41.9148547,kiosk,,,,,,,,,,,,,,,,,,,,,
22.4103982,41.918086,supermarket,Hipo,,,,,,,,,,,,,,,,,,,,
22.4098806,41.9226323,supermarket,Zito Market,,,,,,,,,,,,,,,,,,,,
22.5004347,41.8866184,supermarket,Mak Progres,,,,,,,,,,,,,,,,,,,,
22.5041576,41.8853963,supermarket,Zito,,,,,,,,,,,,,,,,,,,,
21.4150189,41.993152,kiosk,,,,,,,,,,,,,,,,,,,,,
21.4159259,41.993198,supermarket,Gramofon Vinyl Macedonia Makedonija,,,Васил Ѓоргов,1000,Mo-Sa 12:00-20:00,Cкoпje,BB,,ZEC Electronics,,,,,,,,,,,
21.5492167,41.3414029,supermarket,Пата,Pata,,,,,,,,,,,,,,,,,,,
21.5507134,41.3441972,supermarket,КАМ,,,,,,,,,,,,,,,,,,,,
21.5508426,41.3446569,supermarket,Tinex,,,Гоце Делчев,,,,,,,,,,,,,,,,,
22.1959542,41.7384118,supermarket,Зендолино,,,,,,,,,,,,,,,,,,,,
22.1984795,41.7416455,supermarket,КАМ,,КАМ,,,,,,,,,,,,,,,,,,
22.0148515,41.4227366,supermarket,Dijana,,,,,,,,,,,,,,,,,,,,
22.0115983,41.4333208,supermarket,Kit-go market,,,Plostad,,,,,,,,,,,,,,,,,
22.0116689,41.4332966,supermarket,MaxiD,,,,,,,,,,,,,,,,,,,,
22.0125082,41.4336677,supermarket,Tinex,,,,,,,,,,,,,,,,,,,,
22.0107461,41.4377707,supermarket,MA-GO Prom,,,Илинденска,1430,"Mo-Sa 06:00-22:00; Su 06:00-22:00",,78,,,,,,,,,magoprom@yahoo.com,,,,
22.010536,41.4390428,supermarket,KAM City,,,,,,,,,,,,,,,,,,,,
22.0089787,41.4394773,supermarket,DTS Market  Silvana & Dobri,,,,,,,,,,,,,,,,,,,,
22.009204,41.439429,supermarket,Bako&Stojna,,,,,,,,,,,,,,,,,,,,
22.0098397,41.439984,supermarket,TD,,,,,,,,,,,,,,,,,,,,
22.0104271,41.4409129,supermarket,TD - supermarket,,,,,,,,,,,,,,,,,,,,
22.010596,41.4413205,supermarket,Diana 8,Diana 8,Diana 8,,,,,,,,,,,,,,,,,,
22.0106513,41.4413948,supermarket,Dijana,,Dijana,,,,,,,,,,,,,,,,,,
21.7580183,41.704854,supermarket,,,,,,,,,,,,,,,,,,,,,
21.7658016,41.7143048,supermarket,Pet Shop K-M br.1,,,,,,,,,,,,,,,,,,,,
21.761961,41.7175431,supermarket,Туш,,,,,,,,,,,,,,,,,,,,
21.7836811,41.7165792,supermarket,Pet Shop K-M  br.2,,,,,,,,,,,,,,,,,,,,
